NBA 1960s PLAYER DATABASE
Coverage: 1960-61 through 1969-70
Stats are team-specific decade averages.

========================================================================
Hawks (ATL) — 63 players
========================================================================
49. Fred LaCour | SG | 4.1 PPG | 1.5 RPG | 1.2 APG | 16 GP | Seasons: 1963
50. Bob Allen | PF | 1.8 PPG | 2.1 RPG | 0.4 APG | 27 GP | Seasons: 1969
51. John Windsor | PF | 2.5 PPG | 2.4 RPG | 0.2 APG | 11 GP | Seasons: 1964
52. Guy Sparrow | SF | 2.7 PPG | 2.1 RPG | 0.5 APG | 11 GP | Seasons: 1960
53. Dave Gunther | SF | 2.0 PPG | 3.0 RPG | 3.0 APG | 1 GP | Seasons: 1963
54. Pickles Kennedy | SG | 1.7 PPG | 1.1 RPG | 1.3 APG | 7 GP | Seasons: 1961
55. Dave Fedor | SF | 0.9 PPG | 0.9 RPG | 0.1 APG | 7 GP | Seasons: 1963
56. Will Frazier | PF | 0.5 PPG | 2.5 RPG | 0.5 APG | 2 GP | Seasons: 1966

========================================================================
Rockets (HOU) — 20 players
========================================================================
1. Don Kojis | SF | 21.2 PPG | 9.9 RPG | 2.6 APG | 150 GP | Seasons: 1968-1969
2. Elvin Hayes* | C | 28.4 PPG | 17.1 RPG | 1.4 APG | 82 GP | Seasons: 1969
3. John Block | PF | 17.3 PPG | 9.8 RPG | 1.6 APG | 130 GP | Seasons: 1968-1969
4. Toby Kimball | PF | 9.5 PPG | 10.3 RPG | 1.5 APG | 157 GP | Seasons: 1968-1969
5. Jim Barnett | SG | 12.6 PPG | 4.1 RPG | 3.7 APG | 127 GP | Seasons: 1968-1969
6. Art Williams | PG | 7.6 PPG | 4.1 RPG | 5.8 APG | 158 GP | Seasons: 1968-1969
7. Dave Gambee | PF | 13.4 PPG | 5.8 RPG | 1.2 APG | 80 GP | Seasons: 1968
8. Pat Riley* | SG | 8.2 PPG | 2.1 RPG | 2.0 APG | 136 GP | Seasons: 1968-1969
9. Hank Finkel | C | 8.5 PPG | 5.5 RPG | 1.1 APG | 88 GP | Seasons: 1968-1969
10. Johnny Green | PF | 13.9 PPG | 10.1 RPG | 1.4 APG | 42 GP | Seasons: 1968
11. Jon McGlocklin | SG | 12.1 PPG | 3.1 RPG | 2.7 APG | 65 GP | Seasons: 1968
12. John Barnhill | PG | 9.9 PPG | 2.3 RPG | 3.5 APG | 75 GP | Seasons: 1968
13. Stu Lantz | SG | 7.8 PPG | 3.2 RPG | 1.4 APG | 73 GP | Seasons: 1969
14. Rick Adelman | PG | 6.3 PPG | 2.8 RPG | 3.1 APG | 77 GP | Seasons: 1969
15. Nick Jones | PG | 5.4 PPG | 1.6 RPG | 2.1 APG | 42 GP | Seasons: 1968
16. Bud Acton | SF | 3.3 PPG | 2.0 RPG | 0.5 APG | 23 GP | Seasons: 1968
17. John Trapp | SF | 3.1 PPG | 2.0 RPG | 0.2 APG | 25 GP | Seasons: 1969
18. Jim Ware | PF | 2.4 PPG | 2.6 RPG | 0.2 APG | 30 GP | Seasons: 1968
19. Harry Barnes | SF | 2.0 PPG | 1.2 RPG | 0.2 APG | 22 GP | Seasons: 1969
20. Tyrone Britt | SG | 2.5 PPG | 1.4 RPG | 1.1 APG | 11 GP | Seasons: 1968

========================================================================
Lakers (LAL) — 55 players
========================================================================
1. Jerry West* | PG | 27.5 PPG | 6.5 RPG | 5.7 APG | 612 GP | Seasons: 1961-1969
2. Elgin Baylor* | SF | 28.1 PPG | 13.8 RPG | 4.3 APG | 711 GP | Seasons: 1960-1969
3. Rudy LaRusso | PF | 14.1 PPG | 9.6 RPG | 2.1 APG | 582 GP | Seasons: 1960-1967
4. Tom Hawkins | SF | 9.0 PPG | 5.7 RPG | 1.1 APG | 454 GP | Seasons: 1960-1969
5. Frank Selvy | SG | 10.5 PPG | 3.6 RPG | 3.2 APG | 352 GP | Seasons: 1960-1964
6. Jim Krebs | C | 7.9 PPG | 5.8 RPG | 0.9 APG | 375 GP | Seasons: 1960-1964
7. Darrall Imhoff | C | 7.6 PPG | 9.4 RPG | 2.0 APG | 316 GP | Seasons: 1965-1968
8. Dick Barnett | SG | 16.8 PPG | 3.0 RPG | 2.7 APG | 232 GP | Seasons: 1963-1965
9. Leroy Ellis | C | 9.1 PPG | 7.6 RPG | 0.7 APG | 318 GP | Seasons: 1963-1966
10. Gene Wiley | C | 4.2 PPG | 7.3 RPG | 0.8 APG | 300 GP | Seasons: 1963-1966
11. Hot Rod Hundley | SG | 8.4 PPG | 3.3 RPG | 3.8 APG | 295 GP | Seasons: 1960-1963
12. Gail Goodrich* | SG | 11.6 PPG | 2.6 RPG | 2.3 APG | 221 GP | Seasons: 1966-1968
13. Wilt Chamberlain* | C | 20.5 PPG | 21.1 RPG | 4.5 APG | 81 GP | Seasons: 1969
14. Mel Counts | PF | 11.5 PPG | 8.0 RPG | 1.4 APG | 190 GP | Seasons: 1967-1969
15. Walt Hazzard | SG | 9.4 PPG | 2.5 RPG | 3.8 APG | 225 GP | Seasons: 1965-1967
16. Archie Clark | PG | 15.4 PPG | 3.6 RPG | 3.6 APG | 157 GP | Seasons: 1967-1968
17. Jim King | PG | 6.1 PPG | 2.5 RPG | 2.4 APG | 213 GP | Seasons: 1964-1966
18. Ray Felix | C | 6.4 PPG | 6.7 RPG | 0.6 APG | 189 GP | Seasons: 1960-1962
19. Freddie Crawford | SG | 7.5 PPG | 2.7 RPG | 2.1 APG | 119 GP | Seasons: 1968-1969
20. Bob Boozer | PF | 12.2 PPG | 7.0 RPG | 1.1 APG | 78 GP | Seasons: 1966
21. Jim Barnes | PF | 6.7 PPG | 5.4 RPG | 0.6 APG | 122 GP | Seasons: 1967-1968
22. Howie Jolliff | PF | 2.8 PPG | 4.2 RPG | 0.8 APG | 138 GP | Seasons: 1961-1963
23. Slick Leonard* | PG | 6.2 PPG | 2.5 RPG | 2.6 APG | 128 GP | Seasons: 1960-1961
24. Don Nelson* | SF | 4.3 PPG | 3.3 RPG | 0.8 APG | 119 GP | Seasons: 1964-1965
25. Johnny Egan | PG | 8.5 PPG | 1.8 RPG | 2.6 APG | 82 GP | Seasons: 1969
26. Keith Erickson | SG | 8.4 PPG | 4.0 RPG | 2.5 APG | 77 GP | Seasons: 1969
27. Dick Garmaker | PG | 11.7 PPG | 4.3 RPG | 3.0 APG | 44 GP | Seasons: 1960
28. Bill Hewitt | PF | 7.2 PPG | 4.4 RPG | 1.0 APG | 75 GP | Seasons: 1969
29. Jerry Chambers | SF | 7.5 PPG | 3.0 RPG | 0.6 APG | 69 GP | Seasons: 1967
30. Erwin Mueller | C | 8.3 PPG | 5.7 RPG | 2.0 APG | 39 GP | Seasons: 1968
31. Boo Ellis | PF | 3.9 PPG | 5.1 RPG | 0.6 APG | 46 GP | Seasons: 1960
32. Cliff Anderson | SG | 3.0 PPG | 1.0 RPG | 0.9 APG | 53 GP | Seasons: 1968-1969
33. Ed Fleming | SG | 6.3 PPG | 3.2 RPG | 1.4 APG | 27 GP | Seasons: 1960
34. John Wetzel | SF | 3.7 PPG | 2.2 RPG | 1.3 APG | 38 GP | Seasons: 1968
35. Dennis Hamilton | PF | 2.8 PPG | 1.6 RPG | 0.7 APG | 44 GP | Seasons: 1968
36. Hub Reed | C | 1.7 PPG | 2.3 RPG | 0.5 APG | 46 GP | Seasons: 1964
37. Steve Hamilton | SF | 5.1 PPG | 3.9 RPG | 0.5 APG | 15 GP | Seasons: 1960
38. Wayne Yates | C | 1.9 PPG | 2.5 RPG | 0.4 APG | 37 GP | Seasons: 1962
39. Ron Horn | SF | 2.6 PPG | 2.5 RPG | 0.4 APG | 28 GP | Seasons: 1963
40. Bobby Smith | SG | 2.8 PPG | 2.5 RPG | 1.1 APG | 13 GP | Seasons: 1960-1962
41. Jay Carty | PF | 2.7 PPG | 2.1 RPG | 0.4 APG | 28 GP | Seasons: 1969
42. Bob McNeill | PG | 1.8 PPG | 0.8 RPG | 1.4 APG | 29 GP | Seasons: 1962
43. John Block | PF | 2.9 PPG | 2.0 RPG | 0.2 APG | 22 GP | Seasons: 1967
44. Bob Sims | SG | 3.3 PPG | 1.4 RPG | 0.6 APG | 19 GP | Seasons: 1962
45. Hank Finkel | C | 1.5 PPG | 2.4 RPG | 0.2 APG | 27 GP | Seasons: 1967
46. John Fairchild | SF | 2.0 PPG | 1.5 RPG | 0.4 APG | 30 GP | Seasons: 1966
47. Cotton Nash | SF | 2.1 PPG | 1.4 RPG | 0.4 APG | 25 GP | Seasons: 1965
48. Gary Alcorn | C | 1.6 PPG | 2.5 RPG | 0.1 APG | 20 GP | Seasons: 1961
49. Ron Sobie | PG | 2.0 PPG | 2.0 RPG | 2.0 APG | 1 GP | Seasons: 1960
50. Nick Mantis | SG | 2.1 PPG | 0.6 RPG | 0.9 APG | 10 GP | Seasons: 1960
51. Bill McGill | C | 1.9 PPG | 1.5 RPG | 0.4 APG | 8 GP | Seasons: 1965
52. Jerry Grote | SG | 1.3 PPG | 0.4 RPG | 0.4 APG | 11 GP | Seasons: 1965
53. Mel Gibson | SG | 1.4 PPG | 0.4 RPG | 0.7 APG | 9 GP | Seasons: 1964
54. Ron Johnson | SF | 0.8 PPG | 1.9 RPG | 0.1 APG | 8 GP | Seasons: 1961
55. Larry Foust | C | 13.3 PPG | 9.3 RPG | 1.6 APG | 47 GP | Seasons: 1960-1961

========================================================================
Bucks (MIL) — 17 players
========================================================================
1. Jon McGlocklin | SG | 19.6 PPG | 4.3 RPG | 3.9 APG | 80 GP | Seasons: 1969
2. Flynn Robinson | PG | 20.3 PPG | 3.6 RPG | 4.9 APG | 65 GP | Seasons: 1969
3. Len Chappell | PF | 14.6 PPG | 8.0 RPG | 1.2 APG | 80 GP | Seasons: 1969
4. Wayne Embry* | C | 13.1 PPG | 8.6 RPG | 1.9 APG | 78 GP | Seasons: 1969
5. Fred Hetzel | SF | 15.9 PPG | 8.9 RPG | 1.6 APG | 53 GP | Seasons: 1969
6. Guy Rodgers* | PG | 10.3 PPG | 2.8 RPG | 6.9 APG | 81 GP | Seasons: 1969
7. Greg Smith | PF | 8.1 PPG | 10.2 RPG | 1.7 APG | 79 GP | Seasons: 1969
8. Dave Gambee | SF | 12.1 PPG | 5.3 RPG | 0.9 APG | 34 GP | Seasons: 1969
9. Zaid Abdul-Aziz | C | 11.0 PPG | 13.0 RPG | 1.1 APG | 29 GP | Seasons: 1969
10. Dick Cunningham | C | 4.6 PPG | 5.7 RPG | 0.8 APG | 77 GP | Seasons: 1969
11. Sam Williams | SG | 4.1 PPG | 2.0 RPG | 1.1 APG | 55 GP | Seasons: 1969
12. Bob Love | SF | 7.6 PPG | 4.6 RPG | 0.2 APG | 14 GP | Seasons: 1969
13. Bob Weiss | PG | 6.6 PPG | 1.8 RPG | 1.8 APG | 15 GP | Seasons: 1969
14. Rich Niemann | C | 3.3 PPG | 3.3 RPG | 0.4 APG | 18 GP | Seasons: 1969
15. Charlie Paulk | PF | 3.0 PPG | 4.6 RPG | 0.2 APG | 17 GP | Seasons: 1969
16. Jay Miller | SF | 3.0 PPG | 0.7 RPG | 0.0 APG | 3 GP | Seasons: 1969
17. Bob Warlick | SG | 2.0 PPG | 0.3 RPG | 0.3 APG | 3 GP | Seasons: 1969

========================================================================
Knicks (NYK) — 71 players
========================================================================
1. Willis Reed* | PF | 19.6 PPG | 13.7 RPG | 1.8 APG | 397 GP | Seasons: 1965-1969
2. Johnny Green | PF | 13.0 PPG | 10.2 RPG | 1.7 APG | 472 GP | Seasons: 1960-1966
3. Richie Guerin* | SG | 23.6 PPG | 6.3 RPG | 6.0 APG | 312 GP | Seasons: 1960-1964
4. Walt Bellamy* | C | 18.9 PPG | 13.3 RPG | 2.5 APG | 268 GP | Seasons: 1966-1969
5. Dick Barnett | SG | 18.9 PPG | 3.4 RPG | 3.1 APG | 305 GP | Seasons: 1966-1969
6. Willie Naulls | SF | 22.7 PPG | 12.6 RPG | 2.3 APG | 242 GP | Seasons: 1960-1963
7. Dave Budd | SF | 7.1 PPG | 4.6 RPG | 1.0 APG | 353 GP | Seasons: 1961-1965
8. Howard Komives | PG | 11.9 PPG | 2.8 RPG | 4.4 APG | 335 GP | Seasons: 1965-1969
9. Tom Gola* | SG | 7.8 PPG | 5.2 RPG | 3.2 APG | 277 GP | Seasons: 1963-1966
10. Dick Van Arsdale | SG | 12.8 PPG | 5.7 RPG | 2.8 APG | 236 GP | Seasons: 1966-1968
11. Cazzie Russell | SF | 15.1 PPG | 4.0 RPG | 2.4 APG | 209 GP | Seasons: 1967-1969
12. Walt Frazier* | PG | 13.4 PPG | 5.3 RPG | 6.1 APG | 154 GP | Seasons: 1968-1969
13. Kenny Sears | PF | 14.8 PPG | 8.9 RPG | 1.9 APG | 139 GP | Seasons: 1960-1963
14. Em Bryant | PG | 5.9 PPG | 2.6 RPG | 2.6 APG | 288 GP | Seasons: 1965-1968
15. Al Butler | PG | 10.7 PPG | 3.2 RPG | 2.5 APG | 204 GP | Seasons: 1962-1964
16. Dave Stallworth | SF | 12.8 PPG | 6.2 RPG | 2.1 APG | 156 GP | Seasons: 1966-1967
17. Bob Boozer | SF | 15.4 PPG | 7.9 RPG | 1.3 APG | 129 GP | Seasons: 1964-1965
18. Len Chappell | PF | 11.7 PPG | 6.2 RPG | 0.7 APG | 167 GP | Seasons: 1964-1966
19. Johnny Egan | PG | 10.5 PPG | 2.2 RPG | 4.1 APG | 123 GP | Seasons: 1964-1966
20. Bill Bradley* | SF | 10.9 PPG | 3.6 RPG | 3.5 APG | 127 GP | Seasons: 1968-1969
21. Dick Garmaker | PG | 14.9 PPG | 4.1 RPG | 3.0 APG | 97 GP | Seasons: 1960-1961
22. Art Heyman | SG | 11.3 PPG | 3.1 RPG | 2.6 APG | 130 GP | Seasons: 1964-1965
23. Charlie Tyra | C | 11.0 PPG | 7.5 RPG | 1.2 APG | 133 GP | Seasons: 1960-1961
24. Jim Barnes | PF | 15.5 PPG | 9.8 RPG | 1.2 APG | 82 GP | Seasons: 1965-1966
25. Bill McGill | C | 16.0 PPG | 5.9 RPG | 1.8 APG | 68 GP | Seasons: 1964
26. Dave DeBusschere* | PF | 16.4 PPG | 11.4 RPG | 2.7 APG | 47 GP | Seasons: 1969
27. Phil Jordon | C | 12.2 PPG | 6.8 RPG | 2.1 APG | 107 GP | Seasons: 1961-1962
28. Donnie Butcher | SG | 5.2 PPG | 2.3 RPG | 1.8 APG | 141 GP | Seasons: 1962-1964
29. Darrall Imhoff | C | 5.4 PPG | 5.6 RPG | 1.0 APG | 138 GP | Seasons: 1961-1962
30. Phil Jackson* | PF | 6.5 PPG | 4.8 RPG | 0.8 APG | 122 GP | Seasons: 1968-1969
31. Carl Braun | PG | 11.4 PPG | 2.9 RPG | 4.6 APG | 69 GP | Seasons: 1960-1961
32. John Rudometkin | SF | 6.3 PPG | 2.9 RPG | 0.5 APG | 109 GP | Seasons: 1963-1965
33. Gene Conley | PF | 7.1 PPG | 5.4 RPG | 0.8 APG | 116 GP | Seasons: 1963-1964
34. Jim Palmer | C | 6.6 PPG | 4.2 RPG | 0.8 APG | 109 GP | Seasons: 1960-1961
35. Jack George | PG | 8.7 PPG | 2.7 RPG | 3.3 APG | 85 GP | Seasons: 1960-1961
36. Gene Shue | PG | 11.7 PPG | 2.4 RPG | 3.3 APG | 78 GP | Seasons: 1963
37. Nate Bowman | C | 2.8 PPG | 3.1 RPG | 0.7 APG | 109 GP | Seasons: 1968-1969
38. Mike Farmer | SF | 7.2 PPG | 5.6 RPG | 0.8 APG | 69 GP | Seasons: 1960-1961
39. Bevo Nordmann | C | 9.5 PPG | 7.8 RPG | 1.2 APG | 33 GP | Seasons: 1963-1964
40. Cleveland Buckner | PF | 6.0 PPG | 3.5 RPG | 0.6 APG | 68 GP | Seasons: 1962-1963
41. Tom Hoover | C | 3.8 PPG | 4.7 RPG | 0.6 APG | 83 GP | Seasons: 1964-1965
42. Bob McNeill | PG | 5.8 PPG | 1.6 RPG | 3.2 APG | 75 GP | Seasons: 1961
43. Neil Johnson | PF | 3.0 PPG | 2.6 RPG | 0.8 APG | 94 GP | Seasons: 1967-1968
44. Paul Hogue | C | 7.2 PPG | 7.9 RPG | 0.8 APG | 56 GP | Seasons: 1963-1964
45. Barry Clemens | SF | 5.4 PPG | 2.6 RPG | 1.0 APG | 70 GP | Seasons: 1966
46. Freddie Crawford | SG | 5.6 PPG | 2.6 RPG | 1.2 APG | 50 GP | Seasons: 1967-1968
47. Cal Ramsey | SF | 11.4 PPG | 6.7 RPG | 1.3 APG | 7 GP | Seasons: 1960
48. Whitey Martin | SG | 3.4 PPG | 2.4 RPG | 1.7 APG | 66 GP | Seasons: 1962
49. Whitey Bell | PG | 5.1 PPG | 2.6 RPG | 1.6 APG | 36 GP | Seasons: 1960-1961
50. Phil Rollins | SG | 5.8 PPG | 2.1 RPG | 2.5 APG | 40 GP | Seasons: 1961
51. Don May | SF | 4.2 PPG | 2.4 RPG | 0.7 APG | 48 GP | Seasons: 1969
52. Bill Hosket | PF | 2.6 PPG | 1.9 RPG | 0.4 APG | 50 GP | Seasons: 1969
53. Henry Akin | PF | 3.8 PPG | 2.4 RPG | 0.5 APG | 50 GP | Seasons: 1967
54. Mike Riordan | SF | 2.3 PPG | 1.1 RPG | 0.9 APG | 54 GP | Seasons: 1969
55. Ron Sobie | SG | 6.9 PPG | 3.1 RPG | 1.3 APG | 15 GP | Seasons: 1960
56. Sam Stith | SG | 4.4 PPG | 1.6 RPG | 1.9 APG | 32 GP | Seasons: 1962
57. Bob Anderegg | SF | 4.0 PPG | 2.1 RPG | 0.9 APG | 33 GP | Seasons: 1960
58. George Blaney | PG | 3.2 PPG | 1.0 RPG | 1.2 APG | 36 GP | Seasons: 1962
59. Ray Felix | C | 5.1 PPG | 5.1 RPG | 0.1 APG | 16 GP | Seasons: 1960
60. Barry Kramer | SF | 4.4 PPG | 2.2 RPG | 0.8 APG | 19 GP | Seasons: 1965
61. Jerry Harkness | PG | 5.8 PPG | 1.2 RPG | 1.2 APG | 5 GP | Seasons: 1964
62. Tom Stith | SF | 3.1 PPG | 1.6 RPG | 0.7 APG | 25 GP | Seasons: 1963
63. Wayne Molis | C | 3.5 PPG | 1.7 RPG | 0.2 APG | 13 GP | Seasons: 1967
64. Bob Duffy | PG | 4.0 PPG | 1.5 RPG | 1.2 APG | 4 GP | Seasons: 1964
65. Jack Foley | SF | 3.5 PPG | 1.5 RPG | 0.8 APG | 6 GP | Seasons: 1963
66. Bill Smith | SG | 2.6 PPG | 1.8 RPG | 0.8 APG | 9 GP | Seasons: 1962
67. Dave Deutsch | SG | 1.1 PPG | 1.1 RPG | 0.8 APG | 19 GP | Seasons: 1967
68. Brendan McCann | PG | 1.2 PPG | 1.0 RPG | 2.5 APG | 4 GP | Seasons: 1960
69. Ed Burton | SF | 1.9 PPG | 0.6 RPG | 0.1 APG | 8 GP | Seasons: 1962
70. Doug Kistler | SF | 1.6 PPG | 0.2 RPG | 0.0 APG | 5 GP | Seasons: 1962
71. Jim Caldwell | C | 0.0 PPG | 0.5 RPG | 0.5 APG | 2 GP | Seasons: 1968

========================================================================
SuperSonics / Thunder (OKC) — 19 players
========================================================================
1. Bob Rule | C | 21.0 PPG | 10.5 RPG | 1.5 APG | 164 GP | Seasons: 1968-1969
2. Tom Meschery | SF | 14.2 PPG | 10.1 RPG | 2.4 APG | 164 GP | Seasons: 1968-1969
3. Lenny Wilkens* | PG | 22.4 PPG | 6.2 RPG | 8.2 APG | 82 GP | Seasons: 1969
4. Walt Hazzard | PG | 24.0 PPG | 4.2 RPG | 6.2 APG | 79 GP | Seasons: 1968
5. Al Tucker | PF | 12.0 PPG | 6.7 RPG | 1.2 APG | 137 GP | Seasons: 1968-1969
6. Rod Thorn | SG | 14.1 PPG | 3.7 RPG | 3.3 APG | 95 GP | Seasons: 1968-1969
7. Tommy Kron | SG | 7.4 PPG | 3.7 RPG | 3.1 APG | 152 GP | Seasons: 1968-1969
8. Dorie Murrey | PF | 6.7 PPG | 6.3 RPG | 0.7 APG | 119 GP | Seasons: 1968-1969
9. Bob Weiss | PG | 9.8 PPG | 1.8 RPG | 4.2 APG | 82 GP | Seasons: 1968
10. Art Harris | SG | 12.4 PPG | 3.8 RPG | 3.2 APG | 80 GP | Seasons: 1969
11. Bob Kauffman | C | 7.8 PPG | 5.9 RPG | 1.0 APG | 82 GP | Seasons: 1969
12. John Tresvant | PF | 13.6 PPG | 10.3 RPG | 2.4 APG | 26 GP | Seasons: 1969
13. George Wilson | C | 6.1 PPG | 6.1 RPG | 0.7 APG | 77 GP | Seasons: 1968
14. Joe Kennedy | SF | 6.2 PPG | 3.3 RPG | 0.8 APG | 72 GP | Seasons: 1969
15. Bud Olsen | PF | 3.8 PPG | 2.8 RPG | 1.0 APG | 73 GP | Seasons: 1968
16. Erwin Mueller | PF | 7.0 PPG | 4.0 RPG | 2.4 APG | 26 GP | Seasons: 1969
17. Plummer Lott | SF | 2.2 PPG | 1.8 RPG | 0.6 APG | 67 GP | Seasons: 1968-1969
18. Henry Akin | C | 3.1 PPG | 1.6 RPG | 0.4 APG | 36 GP | Seasons: 1968
19. Al Hairston | SG | 2.2 PPG | 0.9 RPG | 1.0 APG | 39 GP | Seasons: 1969

========================================================================
76ers (PHI) — 49 players
========================================================================
1. Hal Greer* | SG | 21.2 PPG | 5.6 RPG | 4.2 APG | 774 GP | Seasons: 1960-1969
2. Chet Walker* | SF | 16.2 PPG | 7.9 RPG | 1.8 APG | 558 GP | Seasons: 1963-1969
3. Wilt Chamberlain* | C | 27.6 PPG | 23.9 RPG | 6.8 APG | 277 GP | Seasons: 1965-1968
4. Larry Costello | PG | 12.2 PPG | 3.4 RPG | 4.7 APG | 473 GP | Seasons: 1960-1968
5. Red Kerr | C | 14.2 PPG | 11.9 RPG | 2.7 APG | 474 GP | Seasons: 1960-1965
6. Dave Gambee | SF | 11.5 PPG | 5.7 RPG | 1.1 APG | 475 GP | Seasons: 1961-1967
7. Billy Cunningham* | SF | 19.2 PPG | 8.8 RPG | 2.8 APG | 317 GP | Seasons: 1966-1969
8. Dolph Schayes* | PF | 17.1 PPG | 9.5 RPG | 3.0 APG | 300 GP | Seasons: 1960-1964
9. Luke Jackson | PF | 11.9 PPG | 10.3 RPG | 1.6 APG | 343 GP | Seasons: 1965-1969
10. Al Bianchi | PG | 7.7 PPG | 2.2 RPG | 2.3 APG | 478 GP | Seasons: 1960-1966
11. Wali Jones | PG | 12.1 PPG | 2.8 RPG | 3.5 APG | 319 GP | Seasons: 1966-1969
12. Paul Neumann | PG | 9.5 PPG | 2.7 RPG | 3.1 APG | 271 GP | Seasons: 1962-1965
13. Lee Shaffer | SF | 16.8 PPG | 6.3 RPG | 1.2 APG | 196 GP | Seasons: 1962-1964
14. Matt Guokas | SG | 4.2 PPG | 1.6 RPG | 1.8 APG | 223 GP | Seasons: 1967-1969
15. Dick Barnett | SG | 15.0 PPG | 3.2 RPG | 2.8 APG | 135 GP | Seasons: 1960-1961
16. Ben Warley | PF | 6.4 PPG | 5.8 RPG | 0.8 APG | 170 GP | Seasons: 1963-1966
17. George Yardley* | SF | 20.2 PPG | 7.9 RPG | 1.7 APG | 73 GP | Seasons: 1960
18. Connie Dierking | C | 6.9 PPG | 6.0 RPG | 0.8 APG | 185 GP | Seasons: 1960-1965
19. Joe Roberts | PF | 6.2 PPG | 5.2 RPG | 0.6 APG | 181 GP | Seasons: 1961-1963
20. Archie Clark | SG | 13.5 PPG | 3.2 RPG | 3.6 APG | 82 GP | Seasons: 1969
21. Barney Cable | SF | 6.6 PPG | 5.2 RPG | 0.9 APG | 125 GP | Seasons: 1960-1961
22. Darrall Imhoff | C | 9.2 PPG | 9.7 RPG | 2.7 APG | 82 GP | Seasons: 1969
23. Swede Halbrook | C | 5.5 PPG | 6.6 RPG | 0.4 APG | 143 GP | Seasons: 1961-1962
24. Bill Melchionni | PG | 4.4 PPG | 1.4 RPG | 1.4 APG | 144 GP | Seasons: 1967-1968
25. Len Chappell | PF | 8.8 PPG | 5.7 RPG | 0.7 APG | 81 GP | Seasons: 1963-1964
26. Johnny Green | PF | 4.8 PPG | 4.1 RPG | 0.6 APG | 109 GP | Seasons: 1968-1969
27. Bob Hopkins | PF | 8.7 PPG | 6.2 RPG | 0.7 APG | 75 GP | Seasons: 1960
28. George Wilson | C | 5.8 PPG | 5.7 RPG | 0.8 APG | 38 GP | Seasons: 1969
29. Gerry Ward | SG | 2.6 PPG | 1.3 RPG | 1.2 APG | 66 GP | Seasons: 1966
30. Shaler Halimon | SF | 3.7 PPG | 1.7 RPG | 0.4 APG | 50 GP | Seasons: 1969
31. Jerry Greenspan | SG | 4.9 PPG | 3.3 RPG | 0.4 APG | 25 GP | Seasons: 1964-1965
32. Larry Jones | SG | 5.7 PPG | 2.5 RPG | 1.7 APG | 23 GP | Seasons: 1965
33. Frank Selvy | SG | 5.4 PPG | 2.5 RPG | 1.6 APG | 19 GP | Seasons: 1960
34. Porter Meriwether | PG | 3.8 PPG | 0.9 RPG | 1.4 APG | 31 GP | Seasons: 1963
35. Steve Courtin | SG | 4.2 PPG | 0.9 RPG | 0.9 APG | 24 GP | Seasons: 1965
36. Craig Raymond | C | 2.0 PPG | 2.5 RPG | 0.3 APG | 27 GP | Seasons: 1969
37. Hubie White | SG | 3.4 PPG | 1.8 RPG | 0.5 APG | 23 GP | Seasons: 1964
38. Bob Weiss | SG | 1.4 PPG | 0.8 RPG | 1.1 APG | 13 GP | Seasons: 1966-1967
39. Togo Palazzi | SF | 4.3 PPG | 2.0 RPG | 0.4 APG | 7 GP | Seasons: 1960
40. Ron Filipek | SF | 2.3 PPG | 1.3 RPG | 0.4 APG | 19 GP | Seasons: 1968
41. Cal Ramsey | SF | 3.0 PPG | 3.5 RPG | 1.5 APG | 2 GP | Seasons: 1961
42. Jim Reid | SF | 3.5 PPG | 1.8 RPG | 0.5 APG | 6 GP | Seasons: 1968
43. Ernie Beck | SG | 2.3 PPG | 3.7 RPG | 0.7 APG | 3 GP | Seasons: 1961
44. Art Heyman | SG | 1.7 PPG | 0.7 RPG | 0.7 APG | 6 GP | Seasons: 1966
45. Chuck Osborne | PF | 1.2 PPG | 2.2 RPG | 0.2 APG | 4 GP | Seasons: 1962
46. Jesse Branson | SF | 1.0 PPG | 1.8 RPG | 0.2 APG | 5 GP | Seasons: 1966
47. Jim Ray | SG | 0.5 PPG | 0.0 RPG | 0.5 APG | 4 GP | Seasons: 1960
48. Paul Seymour | SG | 0.0 PPG | 0.2 RPG | 0.0 APG | 4 GP | Seasons: 1960
49. Joe Graboski | PF | 7.7 PPG | 4.9 RPG | 1.5 APG | 73 GP | Seasons: 1960

========================================================================
Suns (PHO) — 13 players
========================================================================
1. Gail Goodrich* | PG | 23.8 PPG | 5.4 RPG | 6.4 APG | 81 GP | Seasons: 1969
2. Dick Van Arsdale | SG | 21.0 PPG | 6.8 RPG | 4.8 APG | 80 GP | Seasons: 1969
3. Jim Fox | C | 13.8 PPG | 13.3 RPG | 2.8 APG | 51 GP | Seasons: 1969
4. Dick Snyder | SF | 12.1 PPG | 4.0 RPG | 2.6 APG | 81 GP | Seasons: 1969
5. Gary Gregor | PF | 11.1 PPG | 8.9 RPG | 1.2 APG | 80 GP | Seasons: 1969
6. Stan McKenzie | SF | 9.3 PPG | 3.1 RPG | 1.5 APG | 80 GP | Seasons: 1969
7. George Wilson | C | 11.6 PPG | 12.3 RPG | 1.9 APG | 41 GP | Seasons: 1969
8. Neil Johnson | PF | 5.8 PPG | 5.0 RPG | 1.7 APG | 80 GP | Seasons: 1969
9. Bob Warlick | SG | 8.0 PPG | 2.4 RPG | 2.1 APG | 63 GP | Seasons: 1969
